Script started on Tue 10 Aug 2021 09:12:14 PM EDT
[?1034hbash-4.2$ clear./trie[K[K[K[K[K[K./sort
array[4151]: 655029
array[4152]: 420709
array[4153]: 818403
array[4154]: 957187
array[4155]: 152554
array[4156]: 306332
array[4157]: 412213
array[4158]: 701262
array[4159]: 663924
array[4160]: 81470
array[4161]: 786917
array[4162]: 430087
array[4163]: 916245
array[4164]: 465650
array[4165]: 491067
array[4166]: 170100
array[4167]: 377717
array[4168]: 603209
array[4169]: 603985
array[4170]: 190461
array[4171]: 344998
array[4172]: 645951
array[4173]: 480626
array[4174]: 981182
array[4175]: 547660
array[4176]: 600524
array[4177]: 583573
array[4178]: 464248
array[4179]: 326851
array[4180]: 585627
array[4181]: 232377
array[4182]: 650171
array[4183]: 535399
array[4184]: 748494
array[4185]: 521436
array[4186]: 382427
array[4187]: 361447
array[4188]: 857486
array[4189]: 931005
array[4190]: 583139
array[4191]: 505889
array[4192]: 328047
array[4193]: 805943
array[4194]: 334612
array[4195]: 576130
array[4196]: 626485
array[4197]: 243255
array[4198]: 979882
array[4199]: 485732
array[4200]: 444462
array[4201]: 517240
array[4202]: 392215
array[4203]: 365918
array[4204]: 294543
array[4205]: 68363
array[4206]: 716804
array[4207]: 122542
array[4208]: 569352
array[4209]: 133075
array[4210]: 489198
array[4211]: 961728
array[4212]: 105285
array[4213]: 8891
array[4214]: 900747
array[4215]: 601314
array[4216]: 889483
array[4217]: 283720
array[4218]: 924318
array[4219]: 456679
array[4220]: 862908
array[4221]: 81479
array[4222]: 946134
array[4223]: 278322
array[4224]: 1017581
array[4225]: 555174
array[4226]: 179305
array[4227]: 484950
array[4228]: 419048
array[4229]: 828453
array[4230]: 197706
array[4231]: 978462
array[4232]: 459448
array[4233]: 446784
array[4234]: 534758
array[4235]: 118811
array[4236]: 618695
array[4237]: 643129
array[4238]: 311153
array[4239]: 922986
array[4240]: 623946
array[4241]: 566561
array[4242]: 508758
array[4243]: 509570
array[4244]: 770637
array[4245]: 557201
array[4246]: 894673
array[4247]: 445533
array[4248]: 393162
array[4249]: 356081
array[4250]: 1009162
array[4251]: 174140
array[4252]: 803779
array[4253]: 627484
array[4254]: 369440
array[4255]: 940329
array[4256]: 109366
array[4257]: 685495
array[4258]: 286843
array[4259]: 129879
array[4260]: 215668
array[4261]: 312123
array[4262]: 574401
array[4263]: 117024
array[4264]: 529837
array[4265]: 142337
array[4266]: 957222
array[4267]: 507583
array[4268]: 667200
array[4269]: 238273
array[4270]: 496507
array[4271]: 172937
array[4272]: 965868
array[4273]: 280335
array[4274]: 508392
array[4275]: 68529
array[4276]: 195706
array[4277]: 213718
array[4278]: 13679
array[4279]: 30119
array[4280]: 1014803
array[4281]: 173566
array[4282]: 644392
array[4283]: 80807
array[4284]: 530721
array[4285]: 145162
array[4286]: 844608
array[4287]: 39447
array[4288]: 906125
array[4289]: 864269
array[4290]: 142684
array[4291]: 660329
array[4292]: 376104
array[4293]: 864422
array[4294]: 838329
array[4295]: 876295
array[4296]: 43170
array[4297]: 201664
array[4298]: 709561
array[4299]: 444455
array[4300]: 961204
array[4301]: 687144
array[4302]: 160136
array[4303]: 722310
array[4304]: 946022
array[4305]: 264173
array[4306]: 157450
array[4307]: 944699
array[4308]: 293730
array[4309]: 128101
array[4310]: 514625
array[4311]: 365995
array[4312]: 643103
array[4313]: 830598
array[4314]: 663876
array[4315]: 644103
array[4316]: 403474
array[4317]: 268149
array[4318]: 14590
array[4319]: 76573
array[4320]: 256826
array[4321]: 437722
array[4322]: 133834
array[4323]: 683969
array[4324]: 430886
array[4325]: 654175
array[4326]: 600660
array[4327]: 326050
array[4328]: 174937
array[4329]: 953247
array[4330]: 822527
array[4331]: 467394
array[4332]: 728843
array[4333]: 40828
array[4334]: 327718
array[4335]: 681096
array[4336]: 282341
array[4337]: 884990
array[4338]: 194704
array[4339]: 730800
array[4340]: 78015
array[4341]: 698610
array[4342]: 423723
array[4343]: 759926
array[4344]: 805045
array[4345]: 743574
array[4346]: 779440
array[4347]: 758509
array[4348]: 957028
array[4349]: 824540
array[4350]: 300753
array[4351]: 957107
array[4352]: 839590
array[4353]: 536636
array[4354]: 216729
array[4355]: 570684
array[4356]: 649682
array[4357]: 863418
array[4358]: 531417
array[4359]: 70165
array[4360]: 124207
array[4361]: 720365
array[4362]: 714005
array[4363]: 647281
array[4364]: 537596
array[4365]: 586515
array[4366]: 770391
array[4367]: 607804
array[4368]: 71712
array[4369]: 893082
array[4370]: 656879
array[4371]: 611910
array[4372]: 624598
array[4373]: 472670
array[4374]: 166661
array[4375]: 805147
array[4376]: 960961
array[4377]: 1021593
array[4378]: 1014025
array[4379]: 170542
array[4380]: 930249
array[4381]: 743498
array[4382]: 528116
array[4383]: 421014
array[4384]: 886947
array[4385]: 5551
array[4386]: 323279
array[4387]: 396396
array[4388]: 731346
array[4389]: 251097
array[4390]: 981559
array[4391]: 485911
array[4392]: 516307
array[4393]: 787612
array[4394]: 413183
array[4395]: 490918
array[4396]: 459442
array[4397]: 975548
array[4398]: 447323
array[4399]: 259912
array[4400]: 222600
array[4401]: 597098
array[4402]: 744382
array[4403]: 730282
array[4404]: 53930
array[4405]: 424067
array[4406]: 943503
array[4407]: 63172
array[4408]: 450300
array[4409]: 784922
array[4410]: 174409
array[4411]: 657619
array[4412]: 271382
array[4413]: 396910
array[4414]: 835390
array[4415]: 477496
array[4416]: 5715
array[4417]: 634329
array[4418]: 171672
array[4419]: 640777
array[4420]: 444650
array[4421]: 981977
array[4422]: 413648
array[4423]: 370233
array[4424]: 367659
array[4425]: 169841
array[4426]: 9461
array[4427]: 417338
array[4428]: 881871
array[4429]: 676644
array[4430]: 18887
array[4431]: 676454
array[4432]: 728972
array[4433]: 141123
array[4434]: 776976
array[4435]: 374880
array[4436]: 927462
array[4437]: 175394
array[4438]: 447795
array[4439]: 645796
array[4440]: 637970
array[4441]: 305870
array[4442]: 313971
array[4443]: 764640
array[4444]: 620466
array[4445]: 641295
array[4446]: 336480
array[4447]: 506496
array[4448]: 285975
array[4449]: 63860
array[4450]: 55146
array[4451]: 583256
array[4452]: 299249
array[4453]: 254164
array[4454]: 781935
array[4455]: 206291
array[4456]: 647184
array[4457]: 608538
array[4458]: 99938
array[4459]: 696431
array[4460]: 595306
array[4461]: 861626
array[4462]: 260668
array[4463]: 673567
array[4464]: 232701
array[4465]: 1013624
array[4466]: 1016708
array[4467]: 761390
array[4468]: 322755
array[4469]: 906657
array[4470]: 166261
array[4471]: 977999
array[4472]: 115584
array[4473]: 422988
array[4474]: 116061
array[4475]: 103740
array[4476]: 704701
array[4477]: 963787
array[4478]: 767063
array[4479]: 101613
array[4480]: 693919
array[4481]: 78087
array[4482]: 924211
array[4483]: 852221
array[4484]: 799503
array[4485]: 25104
array[4486]: 643577
array[4487]: 888457
array[4488]: 616041
array[4489]: 651556
array[4490]: 6627
array[4491]: 894575
array[4492]: 833217
array[4493]: 167812
array[4494]: 302211
array[4495]: 1003359
array[4496]: 420847
array[4497]: 627963
array[4498]: 276804
array[4499]: 889520
array[4500]: 1017094
array[4501]: 512080
array[4502]: 893751
array[4503]: 997064
array[4504]: 278634
array[4505]: 213818
array[4506]: 497636
array[4507]: 732443
array[4508]: 818680
array[4509]: 899438
array[4510]: 185084
array[4511]: 402638
array[4512]: 608748
array[4513]: 341609
array[4514]: 962244
array[4515]: 568972
array[4516]: 786484
array[4517]: 262634
array[4518]: 68637
array[4519]: 562700
array[4520]: 853542
array[4521]: 134111
array[4522]: 615786
array[4523]: 582793
array[4524]: 193634
array[4525]: 867600
array[4526]: 655489
array[4527]: 137303
array[4528]: 350589
array[4529]: 972316
array[4530]: 544672
array[4531]: 463291
array[4532]: 948873
array[4533]: 49882
array[4534]: 845403
array[4535]: 831405
array[4536]: 924714
array[4537]: 807597
array[4538]: 212013
array[4539]: 726342
array[4540]: 60018
array[4541]: 441556
array[4542]: 780383
array[4543]: 626903
array[4544]: 956593
array[4545]: 219432
array[4546]: 80512
array[4547]: 475908
array[4548]: 376231
array[4549]: 213902
array[4550]: 876609
array[4551]: 83161
array[4552]: 816440
array[4553]: 530343
array[4554]: 450048
array[4555]: 213630
array[4556]: 761124
array[4557]: 191409
array[4558]: 399834
array[4559]: 996182
array[4560]: 703214
array[4561]: 1004535
array[4562]: 216271
array[4563]: 492330
array[4564]: 803002
array[4565]: 358319
array[4566]: 789074
array[4567]: 856970
array[4568]: 7538
array[4569]: 392192
array[4570]: 951112
array[4571]: 833776
array[4572]: 236828
array[4573]: 272560
array[4574]: 123179
array[4575]: 817026
array[4576]: 787676
array[4577]: 682824
array[4578]: 205136
array[4579]: 463554
array[4580]: 778766
array[4581]: 122928
array[4582]: 854380
array[4583]: 752943
array[4584]: 969928
array[4585]: 471384
array[4586]: 995749
array[4587]: 814472
array[4588]: 851151
array[4589]: 763059
array[4590]: 682073
array[4591]: 45106
array[4592]: 677462
array[4593]: 538142
array[4594]: 76928
array[4595]: 543180
array[4596]: 970682
array[4597]: 93744
array[4598]: 245190
array[4599]: 284249
array[4600]: 556414
array[4601]: 909220
array[4602]: 443709
array[4603]: 152910
array[4604]: 362474
array[4605]: 261377
array[4606]: 880697
array[4607]: 998139
array[4608]: 1010869
array[4609]: 491097
array[4610]: 143064
array[4611]: 642588
array[4612]: 1021395
array[4613]: 367799
array[4614]: 907924
array[4615]: 74667
array[4616]: 137236
array[4617]: 584578
array[4618]: 85095
array[4619]: 35969
array[4620]: 582704
array[4621]: 271316
array[4622]: 1022284
array[4623]: 79629
array[4624]: 702679
array[4625]: 314476
array[4626]: 773738
array[4627]: 895984
array[4628]: 246235
array[4629]: 546735
array[4630]: 956999
array[4631]: 225432
array[4632]: 987651
array[4633]: 701066
array[4634]: 885011
array[4635]: 791567
array[4636]: 322573
array[4637]: 222180
array[4638]: 200832
array[4639]: 586689
array[4640]: 137204
array[4641]: 50508
array[4642]: 286113
array[4643]: 931178
array[4644]: 487732
array[4645]: 165298
array[4646]: 485441
array[4647]: 37222
array[4648]: 52539
array[4649]: 322397
array[4650]: 812410
array[4651]: 708344
array[4652]: 67570
array[4653]: 54014
array[4654]: 174526
array[4655]: 429028
array[4656]: 724125
array[4657]: 837364
array[4658]: 159656
array[4659]: 729741
array[4660]: 662867
array[4661]: 2819
array[4662]: 613540
array[4663]: 779812
array[4664]: 943982
array[4665]: 993327
array[4666]: 837478
array[4667]: 45290
array[4668]: 621089
array[4669]: 978433
array[4670]: 251547
array[4671]: 270089
array[4672]: 738606
array[4673]: 159681
array[4674]: 61562
array[4675]: 670239
array[4676]: 95940
array[4677]: 877534
array[4678]: 877937
array[4679]: 345122
array[4680]: 89515
array[4681]: 564298
array[4682]: 199544
array[4683]: 293178
array[4684]: 179262
array[4685]: 352874
array[4686]: 413456
array[4687]: 421855
array[4688]: 827466
array[4689]: 425461
array[4690]: 950037
array[4691]: 980716
array[4692]: 936656
array[4693]: 637977
array[4694]: 128458
array[4695]: 981740
array[4696]: 869332
array[4697]: 540714
array[4698]: 308038
array[4699]: 203737
array[4700]: 922512
array[4701]: 341963
array[4702]: 261527
array[4703]: 457400
array[4704]: 625990
array[4705]: 165099
array[4706]: 827820
array[4707]: 580656
array[4708]: 569642
array[4709]: 995632
array[4710]: 152844
array[4711]: 636099
array[4712]: 367371
array[4713]: 293601
array[4714]: 879944
array[4715]: 284708
array[4716]: 596140
array[4717]: 119965
array[4718]: 338382
array[4719]: 330012
array[4720]: 812721
array[4721]: 886033
array[4722]: 383064
array[4723]: 242537
array[4724]: 1008720
array[4725]: 679010
array[4726]: 845237
array[4727]: 382989
array[4728]: 808620
array[4729]: 462247
array[4730]: 677031
array[4731]: 474183
array[4732]: 419971
array[4733]: 606612
array[4734]: 462039
array[4735]: 870329
array[4736]: 375010
array[4737]: 698443
array[4738]: 129292
array[4739]: 308208
array[4740]: 277571
array[4741]: 993106
array[4742]: 847135
array[4743]: 279846
array[4744]: 347128
array[4745]: 552548
array[4746]: 238177
array[4747]: 75903
array[4748]: 759528
array[4749]: 27949
array[4750]: 900260
array[4751]: 636040
array[4752]: 29118
array[4753]: 805433
array[4754]: 514155
array[4755]: 311833
array[4756]: 4822
array[4757]: 408529
array[4758]: 880969
array[4759]: 1022986
array[4760]: 461984
array[4761]: 813964
array[4762]: 668736
array[4763]: 487118
array[4764]: 307697
array[4765]: 648410
array[4766]: 196617
array[4767]: 110865
array[4768]: 808636
array[4769]: 971001
array[4770]: 775502
array[4771]: 537450
array[4772]: 359976
array[4773]: 965063
array[4774]: 373363
array[4775]: 287919
array[4776]: 607191
array[4777]: 82782
array[4778]: 962541
array[4779]: 875512
array[4780]: 662688
array[4781]: 581400
array[4782]: 131479
array[4783]: 110663
array[4784]: 187793
array[4785]: 901527
array[4786]: 377564
array[4787]: 71800
array[4788]: 164843
array[4789]: 279242
array[4790]: 765251
array[4791]: 405897
array[4792]: 912891
array[4793]: 841872
array[4794]: 969238
array[4795]: 123439
array[4796]: 197212
array[4797]: 207838
array[4798]: 777594
array[4799]: 204555
array[4800]: 515344
array[4801]: 131367
array[4802]: 619213
array[4803]: 911463
array[4804]: 106078
array[4805]: 853621
array[4806]: 482112
array[4807]: 528338
array[4808]: 435718
array[4809]: 974001
array[4810]: 197913
array[4811]: 573443
array[4812]: 437969
array[4813]: 96323
array[4814]: 613955
array[4815]: 866679
array[4816]: 98806
array[4817]: 649316
array[4818]: 297903
array[4819]: 511527
array[4820]: 574549
array[4821]: 741465
array[4822]: 755308
array[4823]: 199448
array[4824]: 783038
array[4825]: 238723
array[4826]: 180475
array[4827]: 709412
array[4828]: 329044
array[4829]: 997880
array[4830]: 1014841
array[4831]: 193602
array[4832]: 991122
array[4833]: 424758
array[4834]: 529223
array[4835]: 630200
array[4836]: 938946
array[4837]: 77325
array[4838]: 971054
array[4839]: 975857
array[4840]: 272449
array[4841]: 776435
array[4842]: 58919
array[4843]: 276671
array[4844]: 481600
array[4845]: 362618
array[4846]: 733217
array[4847]: 872261
array[4848]: 962227
array[4849]: 637777
array[4850]: 664166
array[4851]: 853150
array[4852]: 253333
array[4853]: 744561
array[4854]: 654613
array[4855]: 506727
array[4856]: 566819
array[4857]: 935133
array[4858]: 853216
array[4859]: 725804
array[4860]: 794382
array[4861]: 252098
array[4862]: 147812
array[4863]: 807830
array[4864]: 854453
array[4865]: 876762
array[4866]: 145368
array[4867]: 437940
array[4868]: 783144
array[4869]: 492407
array[4870]: 217567
array[4871]: 546223
array[4872]: 44233
array[4873]: 63368
array[4874]: 852330
array[4875]: 939638
array[4876]: 745903
array[4877]: 62303
array[4878]: 918352
array[4879]: 291837
array[4880]: 129049
array[4881]: 228123
array[4882]: 635125
array[4883]: 270158
array[4884]: 666714
array[4885]: 577226
array[4886]: 98533
array[4887]: 32117
array[4888]: 400489
array[4889]: 234929
array[4890]: 239165
array[4891]: 526472
array[4892]: 94235
array[4893]: 535045
array[4894]: 608278
array[4895]: 434650
array[4896]: 202092
array[4897]: 76314
array[4898]: 391590
array[4899]: 882602
array[4900]: 422233
array[4901]: 879523
array[4902]: 148017
array[4903]: 140941
array[4904]: 178406
array[4905]: 206494
array[4906]: 282450
array[4907]: 989517
array[4908]: 547316
array[4909]: 710629
array[4910]: 445115
array[4911]: 979715
array[4912]: 34250
array[4913]: 930683
array[4914]: 1005840
array[4915]: 23444
array[4916]: 943295
array[4917]: 208355
array[4918]: 176064
array[4919]: 888009
array[4920]: 65281
array[4921]: 416032
array[4922]: 715279
array[4923]: 700066
array[4924]: 416233
array[4925]: 734336
array[4926]: 770205
array[4927]: 806026
array[4928]: 787326
array[4929]: 880534
array[4930]: 564200
array[4931]: 715960
array[4932]: 892075
array[4933]: 860057
array[4934]: 734190
array[4935]: 886406
array[4936]: 245964
array[4937]: 733874
array[4938]: 111061
array[4939]: 277859
array[4940]: 407701
array[4941]: 379897
array[4942]: 360946
array[4943]: 305789
array[4944]: 688898
array[4945]: 993227
array[4946]: 1023279
array[4947]: 794190
array[4948]: 594221
array[4949]: 478400
array[4950]: 545350
array[4951]: 941506
array[4952]: 1009619
array[4953]: 630317
array[4954]: 711204
array[4955]: 279286
array[4956]: 433399
array[4957]: 84357
array[4958]: 274890
array[4959]: 337700
array[4960]: 546747
array[4961]: 506474
array[4962]: 792136
array[4963]: 843401
array[4964]: 450455
array[4965]: 631016
array[4966]: 513242
array[4967]: 198337
array[4968]: 153863
array[4969]: 293769
array[4970]: 1008413
array[4971]: 254773
array[4972]: 919841
array[4973]: 892979
array[4974]: 940540
array[4975]: 662853
array[4976]: 105926
array[4977]: 655045
array[4978]: 61346
array[4979]: 132917
array[4980]: 359141
array[4981]: 253953
array[4982]: 168072
array[4983]: 132250
array[4984]: 885517
array[4985]: 651810
array[4986]: 1021617
array[4987]: 321008
array[4988]: 660593
array[4989]: 114006
array[4990]: 55695
array[4991]: 930125
array[4992]: 215809
array[4993]: 471279
array[4994]: 49480
array[4995]: 596715
array[4996]: 192259
array[4997]: 530438
array[4998]: 637976
array[4999]: 266229
array[5000]: 124990
array[5001]: 383501
array[5002]: 560182
array[5003]: 300985
array[5004]: 277448
array[5005]: 202060
array[5006]: 456219
array[5007]: 872374
array[5008]: 304086
array[5009]: 570117
array[5010]: 805901
array[5011]: 639432
array[5012]: 93615
array[5013]: 806977
array[5014]: 653089
array[5015]: 908367
array[5016]: 633894
array[5017]: 726984
array[5018]: 370932
array[5019]: 407549
